class	bytes	file
reversal_record	2299	scripts/_snapshots/2026-06-11T14-28-10-057Z_sources.jsonl
reversal_record	4836	scripts/_snapshots/2026-06-11T14-28-10-299Z_sources.jsonl
reversal_record	8354	scripts/_snapshots/2026-06-11T14-28-10-541Z_sources.jsonl
reversal_record	17189	scripts/_snapshots/2026-06-11T14-28-10-775Z_sources.jsonl
reversal_record	2870	scripts/_snapshots/2026-06-11T14-28-11-156Z_sources.jsonl
reversal_record	45695	scripts/_snapshots/2026-06-11T14-28-11-387Z_sources.jsonl
reversal_record	2954	scripts/_snapshots/2026-06-11T14-28-11-627Z_sources.jsonl
reversal_record	2217	scripts/_snapshots/2026-06-11T14-28-11-845Z_sources.jsonl
reversal_record	2215	scripts/_snapshots/2026-06-11T14-28-12-070Z_sources.jsonl
reversal_record	7851	scripts/_snapshots/2026-06-11T14-28-12-280Z_sources.jsonl
reversal_record	2323	scripts/_snapshots/2026-06-11T14-28-12-507Z_sources.jsonl
reversal_record	11644	scripts/_snapshots/2026-06-11T14-28-12-739Z_sources.jsonl
reversal_record	5977	scripts/_snapshots/2026-06-11T14-28-12-962Z_sources.jsonl
reversal_record	10766	scripts/_snapshots/2026-06-11T14-28-13-197Z_sources.jsonl
reversal_record	5025	scripts/_snapshots/2026-06-11T14-28-13-439Z_sources.jsonl
reversal_record	14310	scripts/_snapshots/2026-06-11T14-28-13-661Z_sources.jsonl
reversal_record	4600	scripts/_snapshots/2026-06-11T14-28-13-893Z_sources.jsonl
reversal_record	2273	scripts/_snapshots/2026-06-11T14-28-14-112Z_sources.jsonl
reversal_record	2320	scripts/_snapshots/2026-06-11T14-28-14-382Z_sources.jsonl
reversal_record	10583	scripts/_snapshots/2026-06-11T14-28-14-608Z_sources.jsonl
reversal_record	11044	scripts/_snapshots/2026-06-11T14-28-14-833Z_sources.jsonl
reversal_record	5869	scripts/_snapshots/2026-06-11T14-28-15-066Z_sources.jsonl
reversal_record	2691	scripts/_snapshots/2026-06-11T14-28-15-350Z_sources.jsonl
reversal_record	5780	scripts/_snapshots/2026-06-11T14-28-15-680Z_sources.jsonl
reversal_record	7239	scripts/_snapshots/2026-06-11T14-28-15-970Z_sources.jsonl
reversal_record	2857	scripts/_snapshots/2026-06-11T14-28-16-450Z_sources.jsonl
reversal_record	5889	scripts/_snapshots/2026-06-11T14-28-16-661Z_sources.jsonl
reversal_record	7504	scripts/_snapshots/2026-06-11T14-28-16-893Z_sources.jsonl
reversal_record	5379	scripts/_snapshots/2026-06-11T14-28-17-106Z_sources.jsonl
reversal_record	2698	scripts/_snapshots/2026-06-11T14-28-17-330Z_sources.jsonl
reversal_record	2892	scripts/_snapshots/2026-06-11T14-28-17-549Z_sources.jsonl
reversal_record	2600	scripts/_snapshots/2026-06-11T14-28-17-785Z_sources.jsonl
reversal_record	10179	scripts/_snapshots/2026-06-11T14-28-18-018Z_sources.jsonl
reversal_record	2299	scripts/_snapshots/2026-06-11T14-28-18-243Z_sources.jsonl
reversal_record	11617	scripts/_snapshots/2026-06-11T14-28-18-477Z_sources.jsonl
reversal_record	2858	scripts/_snapshots/2026-06-11T14-28-18-699Z_sources.jsonl
reversal_record	5942	scripts/_snapshots/2026-06-11T14-28-18-934Z_sources.jsonl
reversal_record	18957	scripts/_snapshots/2026-06-11T14-28-19-224Z_sources.jsonl
reversal_record	2205	scripts/_snapshots/2026-06-11T14-28-19-516Z_sources.jsonl
reversal_record	8093	scripts/_snapshots/2026-06-11T14-28-19-747Z_sources.jsonl
reversal_record	5099	scripts/_snapshots/2026-06-11T14-28-19-987Z_sources.jsonl
reversal_record	9706	scripts/_snapshots/2026-06-11T14-28-20-226Z_sources.jsonl
reversal_record	18442	scripts/_snapshots/2026-06-11T14-28-20-449Z_sources.jsonl
reversal_record	2736	scripts/_snapshots/2026-06-11T14-28-20-683Z_sources.jsonl
reversal_record	2765	scripts/_snapshots/2026-06-11T14-28-20-939Z_sources.jsonl
reversal_record	5904	scripts/_snapshots/2026-06-11T14-28-21-159Z_sources.jsonl
reversal_record	5457	scripts/_snapshots/2026-06-11T14-28-21-419Z_sources.jsonl
reversal_record	9201	scripts/_snapshots/2026-06-11T14-28-21-644Z_sources.jsonl
reversal_record	5126	scripts/_snapshots/2026-06-11T14-28-21-914Z_sources.jsonl
reversal_record	2272	scripts/_snapshots/2026-06-11T14-28-22-217Z_sources.jsonl
reversal_record	4744	scripts/_snapshots/2026-06-11T14-28-22-440Z_sources.jsonl
reversal_record	2810	scripts/_snapshots/2026-06-11T14-28-22-668Z_sources.jsonl
reversal_record	2246	scripts/_snapshots/2026-06-11T14-28-22-913Z_sources.jsonl
reversal_record	2926	scripts/_snapshots/2026-06-11T14-28-23-174Z_sources.jsonl
reversal_record	8735	scripts/_snapshots/2026-06-11T14-28-23-406Z_sources.jsonl
reversal_record	2663	scripts/_snapshots/2026-06-11T14-28-23-651Z_sources.jsonl
reversal_record	2949	scripts/_snapshots/2026-06-11T14-28-23-884Z_sources.jsonl
reversal_record	2224	scripts/_snapshots/2026-06-11T14-28-24-107Z_sources.jsonl
reversal_record	2606	scripts/_snapshots/2026-06-11T14-28-24-352Z_sources.jsonl
reversal_record	5756	scripts/_snapshots/2026-06-11T14-28-24-598Z_sources.jsonl
reversal_record	7867	scripts/_snapshots/2026-06-11T14-28-24-867Z_sources.jsonl
reversal_record	2883	scripts/_snapshots/2026-06-11T14-28-25-105Z_sources.jsonl
reversal_record	2748	scripts/_snapshots/2026-06-11T14-28-25-413Z_sources.jsonl
reversal_record	2694	scripts/_snapshots/2026-06-11T14-28-25-650Z_sources.jsonl
reversal_record	7691	scripts/_snapshots/2026-06-11T14-28-25-940Z_sources.jsonl
reversal_record	2936	scripts/_snapshots/2026-06-11T14-28-26-176Z_sources.jsonl
reversal_record	2977	scripts/_snapshots/2026-06-11T14-28-26-418Z_sources.jsonl
reversal_record	6069	scripts/_snapshots/2026-06-11T14-28-26-696Z_sources.jsonl
reversal_record	8705	scripts/_snapshots/2026-06-11T14-28-26-919Z_sources.jsonl
reversal_record	4939	scripts/_snapshots/2026-06-11T14-28-27-171Z_sources.jsonl
reversal_record	2258	scripts/_snapshots/2026-06-11T14-28-27-412Z_sources.jsonl
reversal_record	2765	scripts/_snapshots/2026-06-11T14-28-27-657Z_sources.jsonl
reversal_record	2953	scripts/_snapshots/2026-06-11T14-28-27-953Z_sources.jsonl
reversal_record	5316	scripts/_snapshots/2026-06-11T14-28-28-211Z_sources.jsonl
reversal_record	2605	scripts/_snapshots/2026-06-11T14-28-28-495Z_sources.jsonl
reversal_record	4770	scripts/_snapshots/2026-06-11T14-28-28-727Z_sources.jsonl
reversal_record	2988	scripts/_snapshots/2026-06-11T14-28-28-972Z_sources.jsonl
reversal_record	13205	scripts/_snapshots/2026-06-11T14-28-29-239Z_sources.jsonl
reversal_record	5453	scripts/_snapshots/2026-06-11T14-28-29-477Z_sources.jsonl
reversal_record	2216	scripts/_snapshots/2026-06-11T14-28-29-721Z_sources.jsonl
reversal_record	2276	scripts/_snapshots/2026-06-11T14-28-29-943Z_sources.jsonl
reversal_record	2705	scripts/_snapshots/2026-06-11T14-28-30-199Z_sources.jsonl
reversal_record	2707	scripts/_snapshots/2026-06-11T14-28-30-514Z_sources.jsonl
reversal_record	2918	scripts/_snapshots/2026-06-11T14-28-30-745Z_sources.jsonl
reversal_record	4913	scripts/_snapshots/2026-06-11T14-28-31-006Z_sources.jsonl
reversal_record	2997	scripts/_snapshots/2026-06-11T14-28-31-230Z_sources.jsonl
reversal_record	5195	scripts/_snapshots/2026-06-11T14-28-31-471Z_sources.jsonl
reversal_record	5168	scripts/_snapshots/2026-06-11T14-28-31-704Z_sources.jsonl
reversal_record	4485	scripts/_snapshots/2026-06-11T14-28-31-918Z_sources.jsonl
reversal_record	2665	scripts/_snapshots/2026-06-11T14-28-32-183Z_sources.jsonl
reversal_record	5087	scripts/_snapshots/2026-06-11T14-28-32-688Z_sources.jsonl
reversal_record	2823	scripts/_snapshots/2026-06-11T14-28-32-928Z_sources.jsonl
reversal_record	4887	scripts/_snapshots/2026-06-11T14-28-33-197Z_sources.jsonl
reversal_record	5546	scripts/_snapshots/2026-06-11T14-28-33-437Z_sources.jsonl
reversal_record	2849	scripts/_snapshots/2026-06-11T14-28-33-657Z_sources.jsonl
reversal_record	2938	scripts/_snapshots/2026-06-11T14-28-33-873Z_sources.jsonl
reversal_record	2983	scripts/_snapshots/2026-06-11T14-28-34-183Z_sources.jsonl
reversal_record	2296	scripts/_snapshots/2026-06-11T14-28-34-463Z_sources.jsonl
reversal_record	2880	scripts/_snapshots/2026-06-11T14-28-34-733Z_sources.jsonl
reversal_record	2566	scripts/_snapshots/2026-06-11T14-28-35-014Z_sources.jsonl
reversal_record	5949	scripts/_snapshots/2026-06-11T14-28-35-471Z_sources.jsonl
reversal_record	2219	scripts/_snapshots/2026-06-11T14-28-35-689Z_sources.jsonl
reversal_record	2666	scripts/_snapshots/2026-06-11T14-28-35-912Z_sources.jsonl
reversal_record	2699	scripts/_snapshots/2026-06-11T14-28-36-122Z_sources.jsonl
reversal_record	4468	scripts/_snapshots/2026-06-11T14-28-36-403Z_sources.jsonl
reversal_record	2892	scripts/_snapshots/2026-06-11T14-28-36-657Z_sources.jsonl
reversal_record	5006	scripts/_snapshots/2026-06-11T14-28-36-874Z_sources.jsonl
reversal_record	5796	scripts/_snapshots/2026-06-11T14-28-37-097Z_sources.jsonl
reversal_record	2279	scripts/_snapshots/2026-06-11T14-28-37-317Z_sources.jsonl
reversal_record	2181	scripts/_snapshots/2026-06-11T14-28-37-532Z_sources.jsonl
reversal_record	7474	scripts/_snapshots/2026-06-11T14-28-37-757Z_sources.jsonl
reversal_record	2852	scripts/_snapshots/2026-06-11T14-28-38-008Z_sources.jsonl
reversal_record	2243	scripts/_snapshots/2026-06-11T14-28-38-243Z_sources.jsonl
reversal_record	2862	scripts/_snapshots/2026-06-11T14-28-38-498Z_sources.jsonl
reversal_record	5767	scripts/_snapshots/2026-06-11T14-28-38-719Z_sources.jsonl
reversal_record	2321	scripts/_snapshots/2026-06-11T14-28-38-942Z_sources.jsonl
reversal_record	5053	scripts/_snapshots/2026-06-11T14-28-39-175Z_sources.jsonl
reversal_record	7702	scripts/_snapshots/2026-06-11T14-28-39-391Z_sources.jsonl
reversal_record	2968	scripts/_snapshots/2026-06-11T14-28-39-627Z_sources.jsonl
reversal_record	2296	scripts/_snapshots/2026-06-11T14-28-39-885Z_sources.jsonl
reversal_record	2241	scripts/_snapshots/2026-06-11T14-28-40-098Z_sources.jsonl
reversal_record	4775	scripts/_snapshots/2026-06-11T14-28-40-314Z_sources.jsonl
reversal_record	2884	scripts/_snapshots/2026-06-11T14-28-40-542Z_sources.jsonl
reversal_record	2259	scripts/_snapshots/2026-06-11T14-28-40-801Z_sources.jsonl
reversal_record	2209	scripts/_snapshots/2026-06-11T14-28-41-032Z_sources.jsonl
reversal_record	5083	scripts/_snapshots/2026-06-11T14-28-41-302Z_sources.jsonl
reversal_record	2810	scripts/_snapshots/2026-06-11T14-28-41-550Z_sources.jsonl
reversal_record	2625	scripts/_snapshots/2026-06-11T14-28-41-779Z_sources.jsonl
reversal_record	2233	scripts/_snapshots/2026-06-11T14-28-42-043Z_sources.jsonl
reversal_record	4931	scripts/_snapshots/2026-06-11T14-28-42-280Z_sources.jsonl
reversal_record	2709	scripts/_snapshots/2026-06-11T14-28-42-498Z_sources.jsonl
reversal_record	2596	scripts/_snapshots/2026-06-11T14-28-42-728Z_sources.jsonl
reversal_record	2932	scripts/_snapshots/2026-06-11T14-28-42-949Z_sources.jsonl
reversal_record	2981	scripts/_snapshots/2026-06-11T14-28-43-166Z_sources.jsonl
reversal_record	480	scripts/_snapshots/2026-06-11T14-33-20-363Z_sources.jsonl
reversal_record	533	scripts/_snapshots/2026-06-11T14-33-21-237Z_sources.jsonl
reversal_record	452	scripts/_snapshots/2026-06-11T14-33-21-855Z_sources.jsonl
reversal_record	468	scripts/_snapshots/2026-06-11T14-33-22-331Z_sources.jsonl
reversal_record	553	scripts/_snapshots/2026-06-11T14-33-22-788Z_sources.jsonl
reversal_record	478	scripts/_snapshots/2026-06-11T14-33-23-297Z_sources.jsonl
reversal_record	555	scripts/_snapshots/2026-06-11T14-33-23-752Z_sources.jsonl
reversal_record	541	scripts/_snapshots/2026-06-11T14-33-24-233Z_sources.jsonl
reversal_record	535	scripts/_snapshots/2026-06-11T14-33-24-731Z_sources.jsonl
reversal_record	356666	scripts/_snapshots/2026-06-11T22-21-15-741Z_section_claim_provenance.jsonl
reversal_record	54310	scripts/_snapshots/2026-06-11T22-21-21-950Z_section_claim_provenance.jsonl
reversal_record	107436	scripts/_snapshots/2026-06-11T22-21-22-573Z_section_claim_provenance.jsonl
reversal_record	63810	scripts/_snapshots/2026-06-11T22-21-24-160Z_section_claim_provenance.jsonl
reversal_record	2797	scripts/_snapshots/2026-06-11T22-21-24-950Z_section_claim_provenance.jsonl
reversal_record	18049	scripts/_snapshots/2026-06-11T22-21-25-259Z_section_claim_provenance.jsonl
reversal_record	19858	scripts/_snapshots/2026-06-17T16-49-19-552Z_intelligence_items.jsonl
reversal_record	2294	scripts/_snapshots/2026-06-17T16-49-20-432Z_sources.jsonl
reversal_record	24183	scripts/_snapshots/2026-06-17T16-49-20-797Z_intelligence_items.jsonl
reversal_record	28078	scripts/_snapshots/2026-06-18T16-35-51-541Z_intelligence_items.jsonl
reversal_record	29020	scripts/_snapshots/2026-06-18T16-35-51-867Z_intelligence_items.jsonl
reversal_record	19968	scripts/_snapshots/2026-06-18T16-35-52-144Z_intelligence_items.jsonl
reversal_record	25344	scripts/_snapshots/2026-06-18T16-35-52-443Z_intelligence_items.jsonl
reversal_record	34022	scripts/_snapshots/2026-06-18T16-35-52-684Z_intelligence_items.jsonl
reversal_record	29373	scripts/_snapshots/2026-06-18T16-35-52-943Z_intelligence_items.jsonl
reversal_record	3123	scripts/_snapshots/2026-06-18T16-35-53-191Z_intelligence_items.jsonl
reversal_record	2680	scripts/_snapshots/2026-06-18T16-35-53-451Z_intelligence_items.jsonl
reversal_record	35569	scripts/_snapshots/2026-06-19T15-14-11-241Z_intelligence_items.jsonl
reversal_record	317761	scripts/_snapshots/2026-06-20T18-34-36-903Z_sources.jsonl
reversal_record	40611	scripts/_snapshots/2026-06-23T18-20-36-847Z_intelligence_items.jsonl
reversal_record	1886	scripts/_snapshots/2026-06-23T19-58-08-760Z_integrity_flags.jsonl
reversal_record	36374	scripts/_snapshots/2026-06-23T21-45-37-647Z_intelligence_items.jsonl
reversal_record	33361	scripts/_snapshots/2026-06-25T20-52-18-714Z_intelligence_items.jsonl
reversal_record	59302	scripts/_snapshots/2026-06-26T14-36-02-248Z_intelligence_items.jsonl
reversal_record	287	scripts/_snapshots/2026-06-28T17-52-47-382Z_system_state.jsonl
reversal_record	235810	scripts/_snapshots/2026-06-28T17-52-47-890Z_sources.jsonl
reversal_record	293	scripts/_snapshots/2026-06-28T20-14-52-454Z_system_state.jsonl
reversal_record	305	scripts/_snapshots/2026-06-28T20-14-52-908Z_system_state.jsonl
reversal_record	302	scripts/_snapshots/2026-06-28T20-14-53-237Z_system_state.jsonl
reversal_record	304	scripts/_snapshots/2026-06-28T20-14-53-554Z_system_state.jsonl
reversal_record	43677	scripts/_snapshots/2026-06-28T20-29-59-215Z_section_claim_provenance.jsonl
reversal_record	901	scripts/_snapshots/2026-06-29T13-40-10-785Z_integrity_flags.jsonl
reversal_record	30496	scripts/_snapshots/2026-07-03T20-18-56-311Z_intelligence_items.jsonl
reversal_record	23389	scripts/_snapshots/2026-07-03T20-18-57-176Z_intelligence_items.jsonl
reversal_record	19686	scripts/_snapshots/2026-07-03T20-18-57-407Z_intelligence_items.jsonl
reversal_record	1168	scripts/_snapshots/2026-07-03T20-18-58-055Z_integrity_flags.jsonl
reversal_record	1168	scripts/_snapshots/2026-07-03T20-18-58-183Z_integrity_flags.jsonl
reversal_record	1167	scripts/_snapshots/2026-07-03T20-18-58-424Z_integrity_flags.jsonl
reversal_record	1168	scripts/_snapshots/2026-07-03T20-18-58-531Z_integrity_flags.jsonl
reversal_record	1167	scripts/_snapshots/2026-07-03T20-18-58-636Z_integrity_flags.jsonl
reversal_record	540	scripts/_snapshots/2026-07-04T01-40-55-763Z_sources.jsonl
reversal_record	539	scripts/_snapshots/2026-07-04T01-40-56-467Z_sources.jsonl
reversal_record	2567	scripts/_snapshots/2026-07-04T04-23-03-415Z_intelligence_item_sections.jsonl
reversal_record	1200	scripts/_snapshots/2026-07-04T04-23-03-889Z_intelligence_item_sections.jsonl
reversal_record	4919	scripts/_snapshots/2026-07-04T04-23-04-377Z_intelligence_item_sections.jsonl
reversal_record	6423	scripts/_snapshots/2026-07-04T04-23-21-766Z_intelligence_item_sections.jsonl
reversal_record	4119	scripts/_snapshots/2026-07-04T04-23-22-088Z_intelligence_item_sections.jsonl
reversal_record	3419	scripts/_snapshots/2026-07-04T04-23-22-400Z_intelligence_item_sections.jsonl
reversal_record	1264	scripts/_snapshots/2026-07-04T04-23-22-704Z_intelligence_item_sections.jsonl
reversal_record	5561	scripts/_snapshots/2026-07-04T04-23-23-003Z_intelligence_item_sections.jsonl
reversal_record	2064	scripts/_snapshots/2026-07-04T04-23-23-311Z_intelligence_item_sections.jsonl
reversal_record	1253	scripts/_snapshots/2026-07-04T04-23-23-616Z_intelligence_item_sections.jsonl
reversal_record	2757	scripts/_snapshots/2026-07-04T04-23-23-930Z_intelligence_item_sections.jsonl
reversal_record	2236	scripts/_snapshots/2026-07-04T04-23-24-228Z_intelligence_item_sections.jsonl
reversal_record	3014	scripts/_snapshots/2026-07-04T04-23-24-527Z_intelligence_item_sections.jsonl
reversal_record	3312	scripts/_snapshots/2026-07-04T04-23-24-828Z_intelligence_item_sections.jsonl
reversal_record	2878	scripts/_snapshots/2026-07-04T04-23-25-239Z_intelligence_item_sections.jsonl
reversal_record	3506	scripts/_snapshots/2026-07-04T04-23-25-569Z_intelligence_item_sections.jsonl
reversal_record	1710	scripts/_snapshots/2026-07-04T04-23-25-885Z_intelligence_item_sections.jsonl
reversal_record	4054	scripts/_snapshots/2026-07-04T04-23-26-214Z_intelligence_item_sections.jsonl
reversal_record	2607	scripts/_snapshots/2026-07-04T04-23-26-568Z_intelligence_item_sections.jsonl
reversal_record	3576	scripts/_snapshots/2026-07-04T04-23-26-884Z_intelligence_item_sections.jsonl
reversal_record	3850	scripts/_snapshots/2026-07-04T04-23-27-215Z_intelligence_item_sections.jsonl
reversal_record	3077	scripts/_snapshots/2026-07-04T04-23-27-551Z_intelligence_item_sections.jsonl
reversal_record	2379	scripts/_snapshots/2026-07-04T04-23-27-861Z_intelligence_item_sections.jsonl
reversal_record	5507	scripts/_snapshots/2026-07-04T04-23-28-166Z_intelligence_item_sections.jsonl
reversal_record	5505	scripts/_snapshots/2026-07-04T04-23-28-499Z_intelligence_item_sections.jsonl
reversal_record	4162	scripts/_snapshots/2026-07-04T04-23-28-961Z_intelligence_item_sections.jsonl
reversal_record	2303	scripts/_snapshots/2026-07-04T04-23-29-355Z_intelligence_item_sections.jsonl
reversal_record	2377	scripts/_snapshots/2026-07-04T04-23-29-715Z_intelligence_item_sections.jsonl
reversal_record	2228	scripts/_snapshots/2026-07-04T04-23-30-158Z_intelligence_item_sections.jsonl
reversal_record	3828	scripts/_snapshots/2026-07-04T04-23-30-512Z_intelligence_item_sections.jsonl
reversal_record	2677	scripts/_snapshots/2026-07-04T04-23-30-836Z_intelligence_item_sections.jsonl
reversal_record	2642	scripts/_snapshots/2026-07-04T04-23-31-174Z_intelligence_item_sections.jsonl
reversal_record	3680	scripts/_snapshots/2026-07-04T04-23-31-494Z_intelligence_item_sections.jsonl
reversal_record	4287	scripts/_snapshots/2026-07-04T04-23-31-815Z_intelligence_item_sections.jsonl
reversal_record	2138	scripts/_snapshots/2026-07-04T04-23-32-151Z_intelligence_item_sections.jsonl
reversal_record	3227	scripts/_snapshots/2026-07-04T04-23-32-459Z_intelligence_item_sections.jsonl
reversal_record	1973	scripts/_snapshots/2026-07-04T04-23-32-768Z_intelligence_item_sections.jsonl
reversal_record	4168	scripts/_snapshots/2026-07-04T04-23-33-097Z_intelligence_item_sections.jsonl
reversal_record	12199	scripts/_snapshots/2026-07-04T04-23-33-431Z_intelligence_item_sections.jsonl
reversal_record	2759	scripts/_snapshots/2026-07-04T04-23-33-788Z_intelligence_item_sections.jsonl
reversal_record	2829	scripts/_snapshots/2026-07-04T04-23-34-093Z_intelligence_item_sections.jsonl
reversal_record	4044	scripts/_snapshots/2026-07-04T04-23-34-408Z_intelligence_item_sections.jsonl
reversal_record	2199	scripts/_snapshots/2026-07-04T04-23-34-730Z_intelligence_item_sections.jsonl
reversal_record	3465	scripts/_snapshots/2026-07-04T04-23-35-038Z_intelligence_item_sections.jsonl
reversal_record	3305	scripts/_snapshots/2026-07-04T04-23-35-383Z_intelligence_item_sections.jsonl
reversal_record	3992	scripts/_snapshots/2026-07-04T04-23-35-703Z_intelligence_item_sections.jsonl
reversal_record	2653	scripts/_snapshots/2026-07-04T04-23-36-023Z_intelligence_item_sections.jsonl
reversal_record	2954	scripts/_snapshots/2026-07-04T04-23-36-342Z_intelligence_item_sections.jsonl
reversal_record	3356	scripts/_snapshots/2026-07-04T04-23-36-646Z_intelligence_item_sections.jsonl
reversal_record	4988	scripts/_snapshots/2026-07-04T04-23-36-945Z_intelligence_item_sections.jsonl
reversal_record	1540	scripts/_snapshots/2026-07-04T04-23-37-281Z_intelligence_item_sections.jsonl
reversal_record	4006	scripts/_snapshots/2026-07-04T04-23-37-649Z_intelligence_item_sections.jsonl
reversal_record	2812	scripts/_snapshots/2026-07-04T04-23-37-952Z_intelligence_item_sections.jsonl
