id,item_type,provenance_status,valid_before,failures_before
0781a8c0-5e17-4841-819c-fe9cd91eff15,tool,quarantined,False,"[{'reason': 'no_section_content', 'criterion': 2}, {'reason': 'gate_a_unproven_or_stale', 'criterion': 7}]"
0841c98d-dee1-4d81-956f-a8b0754db62c,guidance,unverified,False,"[{'reason': 'no_section_content', 'criterion': 2}, {'reason': 'missing_full_brief', 'criterion': 6}]"
08b0a1b3-ff0f-4bcb-9b8e-bc05a7c2cb47,framework,quarantined,False,"[{'claim': ""SDG 9 is framed as: 'Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation.' It carries 8 targets."", 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': ""SDG 13 is framed as: 'Take urgent action to combat climate change and its impacts.' It carries 5 targets."", 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': ""The 2030 Agenda explicitly states: 'sustainable transport systems, along with universal access to affordable, reliable, sustainable and modern energy services, quality and resilient infrastructure, and other policies that increase productive capacities, would build strong economic foundations for all countries.'"", 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 4}, {'claim': 'Transport contributes directly to SDG 9.1 (sustainable infrastructure) and indirectly to SDG 13.1 (climate change adaptation) and SDG 13.2 (climate change mitigation).', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 4}, {'claim': ""The importance of transport for climate action is recognized under the UNFCCC: 'the transport sector will be playing a particularly important role in the achievement of the Paris Agreement, given the fact close to a quarter of energy-related global greenhouse gas emissions come from transport and that these emissions are projected to grow substantially in the years to come.'"", 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': 'Sustainable transport saw the largest rise (96 per cent) in climate finance flows reaching an annual average of $1.3 trillion in the biennium 2021–2022, a 63 per cent increase from 2019 to 2020.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': ""Target 9.1 indicator 9.1.2 is 'Passenger and freight volumes, by mode of transport.'"", 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': ""From 2015 to 2023, global maritime freight volumes in terms of goods loaded grew from 10.3 to 11.6 billion tons, with developing countries' share increasing from 49 to 54 per cent."", 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': 'In 2024, global CO2 emissions from fuel combustion and industrial processes reached a record 37.6 gigatons, a 0.8 per cent increase from 2023.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': '[effective_date] The United Nations Decade of Sustainable Transport was declared by the United Nations General Assembly in 2023 (resolution A/RES/78/148) to start in 2026.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': 'The UN Decade of Sustainable Transport 2026–2035 was launched at the UN Headquarters on 10 December 2025.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': 'UN Decade of Sustainable Transport Annual Stocktake re-check window: July 2026.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': 'An Open Stage Café event at the International Transport Forum Summit 2026 is scheduled for 7 May 2026 in Leipzig, Germany, linked to the UN Decade of Sustainable Transport.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': ""SDG 9.4 sets a target for Member States to 'upgrade infrastructure and retrofit industries to make them sustainable.'"", 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': ""SDG 13.2's indicator is 'Total greenhouse gas emissions per year' at national level."", 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': 'Transport contributes directly to SDG 9.1 (sustainable infrastructure) and indirectly to SDG 13.1 (adaptation) and SDG 13.2 (mitigation).', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 4}, {'claim': 'Sustainable transport saw the largest rise (96 per cent) in climate finance flows.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': 'The number of people affected by disasters surged by more than two thirds, from 1,158 per 100,000 population in the period 2005–2014 to 2,028 in the period 2014–2023.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': 'Small island developing States and landlocked developing countries remained marginalized owing to infrastructure and cost barriers in maritime freight access.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': ""SLOCAT's news feed includes: 'The Freight Sector Has a Blind Spot. This New Global Survey Wants to Fix It.'"", 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 4}, {'claim': 'The Implementation Plan for the UN Decade of Sustainable Transport (2026–2035) was launched on 10 December 2025.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': 'UN Decade of Sustainable Transport formally begins 2026, with Implementation Plan launched 10 December 2025.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'reason': 'gate_a_unproven_or_stale', 'criterion': 7}]"
0980d468-79aa-4343-b353-7bd6d5b75c2b,market_signal,quarantined,False,"[{'reason': 'gate_a_unproven_or_stale', 'criterion': 7}]"
09bdd3a0-4cd2-4ce5-8f7a-79454ae4f381,regulation,unverified,False,"[{'url': 'https://transport.ec.europa.eu/news-events/news/landmark-agreement-towards-achieving-net-zero-emissions-global-shipping-2050-2025-04-11_en', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://blogs.worldbank.org/en/transport/new-climate-deal-shipping-three-decades-zero', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://globalmaritimeforum.org/news/a-guide-to-the-imos-net-zero-framework', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://odsorient.com/en/imo-co%e2%82%82-regulations-2026-that-will-change-for-exporters-2', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://ammoniaenergy.org/articles/mepc-83-global-shipping-gets-its-first-ever-emissions-pricing-mechanism', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://dnv.com/news/2025/imo-mepc-83-ghg-requirements-approved-taking-effect-from-2028', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://transport.ec.europa.eu/news-events/news/landmark-agreement-towards-achieving-net-zero-emissions-global-shipping-2050-2025-04-11_en', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://imo.org/en/mediacentre/pressbriefings/pages/imo-approves-netzero-regulations.aspx', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://imo.org/en/ourwork/environment/pages/mid--and-long-term-ghg-reduction-measures.aspx', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://iddri.org/en/publications-and-events/blog-post/shipping-transition-imos-timely-negotiations-net-zero-future', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://globalmaritimeforum.org/insight/the-implications-of-the-imo-revised-ghg-strategy-for-shipping', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://wwwcdn.imo.org/localresources/en/knowledgecentre/indexofimoresolutions/mepcdocuments/mepc.377(80', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://imo.org/en/mediacentre/pressbriefings/pages/imo-approves-netzero-regulations.aspx', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://imo.org/en/mediacentre/pressbriefings/pages/revised-ghg-reduction-strategy-for-global-shipping-adopted-.aspx', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://imo.org/en/mediacentre/meetingsummaries/pages/mepc-83rd-session.aspx', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://imo.org/en/mediacentre/meetingsummaries/pages/mepc-83rd-session.aspx', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://britanniapandi.com/2025/06/regulatory-overview-of-carbon-intensity-indicator-cii-and-energy-efficiency-existing-ship-index-eexi', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://safety4sea.com/mepc-80-agrees-on-revised-ghg-strategy', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://dnv.com/news/2025/imo-mepc-83-ghg-requirements-approved-taking-effect-from-2028', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://iumi.com/newsletter-june-2025/mepc-83-update', 'reason': 'ungrounded_url', 'criterion': 2}, {'reason': 'unlabeled_assertion', 'criterion': 4, 'section_row_id': '175b0692-1bb8-402c-b45b-272b4d942dc0'}, {'reason': 'unlabeled_assertion', 'criterion': 4, 'section_row_id': '80d9d553-cfdd-469a-ba19-b44433cd6bf9'}, {'reason': 'unlabeled_assertion', 'criterion': 4, 'section_row_id': 'c10ec576-9f22-4119-9f02-fcadcafeb261'}, {'reason': 'unlabeled_assertion', 'criterion': 4, 'section_row_id': '7a3dbb09-cab0-4043-8472-4b6c53108f51'}, {'reason': 'unlabeled_assertion', 'criterion': 4, 'section_row_id': '19bbf575-4923-4c4a-9a15-742008fca658'}, {'reason': 'unlabeled_assertion', 'criterion': 4, 'section_row_id': '6cfffd3e-ab71-4b01-b47f-8f9f63cb9d36'}, {'reason': 'missing_required_slot', 'slot_key': 'effective_date', 'criterion': 5, 'item_type': 'regulation'}, {'reason': 'missing_required_slot', 'slot_key': 'primary_deadline', 'criterion': 5, 'item_type': 'regulation'}, {'reason': 'missing_required_slot', 'slot_key': 'jurisdictional_scope', 'criterion': 5, 'item_type': 'regulation'}, {'reason': 'missing_required_slot', 'slot_key': 'penalty_summary', 'criterion': 5, 'item_type': 'regulation'}, {'reason': 'missing_full_brief', 'criterion': 6}]"
09f8d920-068e-49ff-8973-b1344c0d9701,initiative,verified,True,[]
0a8b8ef0-0c6c-406c-a5b5-321709fa5237,market_signal,verified,True,[]
0af6afdf-cfba-4562-87ce-ea4e012f7889,initiative,verified,True,[]
0b6537ea-1c85-41b9-81ed-1486fd72ea18,regulation,verified,True,[]
0c03b4bd-98f0-4513-9176-c4b656db8803,framework,quarantined,False,"[{'reason': 'no_section_content', 'criterion': 2}, {'reason': 'gate_a_unproven_or_stale', 'criterion': 7}]"
0c2c1ec1-abc9-40df-b6ed-e8eee6bdee29,research_finding,verified,True,[]
0c9b2364-468e-48fe-8360-fc5338f24598,regulation,verified,True,[]
0e6e82cb-84fc-49ab-8078-c6500e13ee82,research_finding,verified,True,[]
